                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    224,                0.56641,                0.34496,                  0.799,                0.71723,                 0.3415,                0.79708,                0.94958,                0.95457,                0.98675,                0.87281,                0.48163,                0.31061,                0.77405,                0.55287,                0.27559,                0.77814,               0.002674,               0.002674,               0.002674
                    225,                 0.5647,                0.34864,                0.79599,                  0.729,                0.34319,                0.79616,                0.94079,                0.95703,                0.98652,                0.87602,                0.48431,                0.31506,                0.77333,                0.55476,                0.28155,                0.77668,               0.002641,               0.002641,               0.002641
                    226,                0.56793,                0.34957,                0.80044,                0.73347,                0.35288,                0.80035,                0.95733,                 0.9527,                0.98896,                0.87466,                0.48586,                0.29749,                0.77394,                0.55441,                0.26181,                0.77611,               0.002608,               0.002608,               0.002608
                    227,                0.56739,                0.33742,                0.79922,                0.72359,                0.33158,                0.79882,                0.96239,                0.94426,                  0.985,                0.87258,                0.48355,                0.31435,                0.77375,                 0.5554,                0.28433,                0.77704,               0.002575,               0.002575,               0.002575
                    228,                0.55568,                0.33667,                 0.7965,                0.72698,                0.34542,                 0.7948,                0.96049,                0.95666,                0.98597,                0.87406,                0.48236,                0.31588,                0.77451,                0.54708,                0.27723,                0.77594,               0.002542,               0.002542,               0.002542
                    229,                 0.5644,                 0.3517,                0.79596,                0.73288,                0.35361,                0.79491,                0.94803,                0.96028,                0.98708,                0.87444,                0.47377,                0.31595,                0.77331,                0.54793,                0.27972,                0.77569,               0.002509,               0.002509,               0.002509
                    230,                0.55392,                0.33313,                 0.7994,                0.71035,                0.32645,                 0.7989,                0.95435,                0.95756,                0.98638,                0.87073,                0.48614,                0.32359,                0.77423,                 0.5613,                0.28397,                0.77649,               0.002476,               0.002476,               0.002476
                    231,                0.55772,                0.33678,                0.79481,                0.71379,                0.32632,                0.79551,                0.94723,                0.94347,                0.98275,                0.86779,                0.48982,                0.33435,                0.77464,                0.56167,                0.30434,                0.77745,               0.002443,               0.002443,               0.002443
                    232,                0.56393,                0.34504,                0.79941,                0.73598,                0.34213,                0.79707,                0.94981,                0.94015,                0.98289,                0.87147,                 0.4758,                0.32813,                0.77261,                0.54871,                0.29819,                0.77569,                0.00241,                0.00241,                0.00241
                    233,                0.55094,                0.34687,                0.79944,                0.70191,                0.33916,                0.79741,                0.95125,                0.95848,                0.98658,                0.87387,                0.48694,                0.31303,                0.77439,                0.55769,                0.27522,                0.77678,               0.002377,               0.002377,               0.002377
                    234,                0.55691,                0.33907,                0.79328,                0.71799,                0.33422,                 0.7935,                0.95628,                0.94018,                 0.9844,                0.86979,                0.48426,                0.32955,                0.77422,                0.56222,                0.29742,                0.77732,               0.002344,               0.002344,               0.002344
                    235,                0.56356,                0.34803,                0.79563,                0.71067,                0.34269,                0.79469,                0.93652,                0.95283,                0.98533,                 0.8734,                0.48435,                0.32605,                0.77426,                0.55044,                  0.304,                 0.7756,               0.002311,               0.002311,               0.002311
                    236,                0.55659,                0.33008,                0.79297,                0.71349,                 0.3307,                0.79106,                0.93958,                0.92999,                 0.9835,                0.87139,                0.48411,                0.33736,                0.77443,                0.55398,                0.31961,                0.77722,               0.002278,               0.002278,               0.002278
                    237,                0.55257,                0.33027,                0.80186,                0.70427,                 0.3261,                 0.7995,                0.93143,                0.94899,                0.98699,                0.87632,                0.47832,                0.31988,                0.77349,                0.54802,                0.28922,                0.77618,               0.002245,               0.002245,               0.002245
                    238,                0.55351,                0.33052,                0.79299,                0.70712,                0.33453,                0.79317,                0.93353,                0.96833,                0.98949,                0.87847,                0.47704,                0.31081,                0.77329,                0.54246,                0.26654,                0.77592,               0.002212,               0.002212,               0.002212
                    239,                0.55938,                 0.3396,                0.79612,                0.72147,                0.33924,                0.79562,                0.95714,                0.92758,                0.98667,                0.87454,                0.47727,                0.32244,                0.77404,                 0.5463,                 0.2969,                0.77588,               0.002179,               0.002179,               0.002179
                    240,                0.53345,                 0.3275,                 0.7969,                0.69023,                0.31658,                0.79642,                0.93403,                 0.9421,                0.98736,                 0.8799,                0.47083,                0.32239,                0.77329,                0.53886,                0.29351,                0.77546,               0.002146,               0.002146,               0.002146
                    241,                0.53717,                0.33112,                0.79728,                0.69315,                0.33077,                0.79583,                0.95779,                0.92545,                0.98572,                0.87513,                0.47188,                0.32159,                0.77292,                0.54441,                0.29696,                0.77572,               0.002113,               0.002113,               0.002113
                    242,                0.55271,                0.32951,                 0.7956,                0.70431,                0.32315,                0.79392,                0.94349,                0.93693,                0.98777,                 0.8761,                0.47701,                 0.3127,                0.77342,                 0.5498,                0.28168,                0.77642,                0.00208,                0.00208,                0.00208
                    243,                0.54537,                0.33058,                  0.797,                0.70329,                0.32851,                0.79755,                0.93486,                0.94935,                0.98693,                0.87715,                0.47672,                0.31685,                0.77324,                0.54261,                0.29156,                0.77529,               0.002047,               0.002047,               0.002047
                    244,                0.55884,                0.33682,                0.79814,                0.70805,                0.32879,                0.79693,                0.94222,                0.94611,                0.98747,                0.87521,                0.47755,                0.31301,                0.77271,                0.54619,                0.29865,                0.77501,               0.002014,               0.002014,               0.002014
                    245,                0.55014,                0.34362,                0.79171,                0.71099,                0.35244,                0.79249,                0.94346,                0.95877,                0.98755,                0.87778,                0.47635,                0.30912,                 0.7721,                0.54433,                0.28213,                0.77474,               0.001981,               0.001981,               0.001981
                    246,                  0.543,                0.32525,                 0.7987,                0.69635,                0.32247,                0.79731,                0.93689,                0.95468,                0.98777,                0.87586,                0.47173,                0.30997,                0.77252,                0.54509,                0.28536,                0.77522,               0.001948,               0.001948,               0.001948
                    247,                0.54987,                 0.3317,                0.79472,                 0.6951,                0.32016,                0.79223,                0.92527,                0.95217,                0.98343,                0.87128,                0.48269,                0.32924,                0.77288,                0.55467,                0.32297,                0.77504,               0.001915,               0.001915,               0.001915
                    248,                0.54503,                0.32965,                 0.7982,                0.70101,                0.33084,                0.79771,                0.94684,                0.95218,                 0.9867,                0.87775,                0.46888,                 0.3044,                0.77123,                0.54331,                0.28279,                0.77443,               0.001882,               0.001882,               0.001882
                    249,                0.54252,                0.32426,                0.79281,                0.69596,                0.31525,                0.79389,                 0.9458,                 0.9592,                0.98651,                0.87789,                 0.4744,                0.30988,                0.77206,                0.54126,                0.27681,                0.77493,               0.001849,               0.001849,               0.001849
                    250,                0.54843,                 0.3316,                0.79476,                0.70535,                0.32482,                0.79656,                0.94511,                0.94899,                0.98644,                0.87289,                0.47926,                0.31245,                0.77219,                 0.5455,                0.29264,                0.77494,               0.001816,               0.001816,               0.001816
                    251,                0.53826,                0.32106,                0.79134,                0.69295,                0.31231,                0.79184,                0.94235,                0.94969,                0.98547,                0.87524,                0.47617,                0.31632,                0.77168,                0.54914,                0.29907,                0.77513,               0.001783,               0.001783,               0.001783
                    252,                0.54548,                0.32962,                0.80124,                0.70224,                0.32564,                0.79992,                0.96065,                0.92832,                0.98599,                0.87916,                0.47004,                0.31284,                0.77121,                0.53918,                 0.2976,                 0.7742,                0.00175,                0.00175,                0.00175
                    253,                0.53795,                0.32568,                0.79352,                0.70081,                0.32862,                0.79309,                0.95135,                0.94179,                0.98786,                0.88134,                0.47239,                0.30568,                0.77226,                0.53717,                 0.2896,                0.77429,               0.001717,               0.001717,               0.001717
                    254,                0.54678,                0.32137,                0.79381,                0.69918,                0.31948,                 0.7934,                0.94628,                0.94615,                0.98913,                0.87941,                0.47593,                0.30159,                0.77215,                0.54422,                0.28573,                0.77466,               0.001684,               0.001684,               0.001684
                    255,                0.54572,                  0.321,                0.79888,                0.69631,                0.30908,                0.79624,                0.94426,                0.93883,                0.98685,                 0.8762,                0.47287,                0.31443,                0.77222,                0.54278,                0.29565,                0.77557,               0.001651,               0.001651,               0.001651
                    256,                0.53907,                0.31958,                0.79231,                0.69818,                0.31121,                0.79283,                0.96005,                 0.9415,                0.98916,                0.88156,                 0.4673,                0.30014,                 0.7714,                0.53625,                0.27287,                0.77493,               0.001618,               0.001618,               0.001618
                    257,                0.54323,                0.32892,                0.79539,                 0.7046,                0.33779,                 0.7944,                0.95192,                0.95652,                0.98875,                 0.8787,                0.47535,                0.30901,                0.77218,                0.54352,                 0.2789,                 0.7755,               0.001585,               0.001585,               0.001585
                    258,                0.53463,                0.32019,                0.79489,                0.69648,                0.32477,                0.79491,                0.94883,                0.96252,                0.98919,                0.88377,                0.46613,                0.29386,                0.77117,                0.53374,                0.26614,                0.77458,               0.001552,               0.001552,               0.001552
                    259,                0.53444,                0.31738,                0.79148,                0.68132,                0.31062,                0.79139,                 0.9478,                0.96124,                0.98928,                0.87829,                0.47356,                0.30298,                0.77192,                0.54644,                 0.2668,                0.77573,               0.001519,               0.001519,               0.001519
                    260,                0.54655,                0.31999,                0.79318,                0.70044,                0.31701,                  0.793,                0.94672,                0.96009,                0.98787,                0.87857,                0.46611,                0.30799,                0.77082,                0.53818,                0.27378,                0.77413,               0.001486,               0.001486,               0.001486
                    261,                0.54069,                0.32011,                 0.7937,                0.69974,                0.31087,                0.79234,                0.94136,                0.96508,                0.98889,                0.88156,                0.47008,                0.29532,                0.77124,                0.53378,                0.25674,                0.77413,               0.001453,               0.001453,               0.001453
                    262,                0.53583,                0.32113,                0.79529,                0.68987,                0.31999,                0.79539,                0.94656,                0.94949,                0.98857,                0.87989,                0.47052,                0.30229,                0.77094,                0.53819,                  0.271,                0.77444,                0.00142,                0.00142,                0.00142
                    263,                0.52887,                0.31532,                0.79658,                0.68073,                0.30898,                0.79681,                0.94711,                0.95998,                0.99044,                0.88118,                0.46817,                0.29071,                0.77136,                0.53552,                0.25598,                0.77418,               0.001387,               0.001387,               0.001387
                    264,                0.53164,                 0.3202,                0.79396,                0.67883,                0.31786,                0.79298,                0.94565,                0.93983,                 0.9865,                0.87668,                0.47523,                 0.3175,                0.77161,                0.54194,                0.29861,                0.77449,               0.001354,               0.001354,               0.001354
                    265,                0.54155,                0.32757,                0.79236,                0.69186,                 0.3179,                0.79176,                0.94505,                0.96902,                0.99027,                0.88159,                0.46756,                0.28927,                0.77141,                0.53625,                0.24973,                0.77437,               0.001321,               0.001321,               0.001321
                    266,                0.53694,                0.31981,                0.79947,                0.68911,                0.31673,                0.79564,                0.95204,                0.97007,                0.98999,                0.88256,                0.46257,                0.28073,                0.77046,                0.53142,                0.24423,                0.77348,               0.001288,               0.001288,               0.001288
                    267,                  0.527,                0.31221,                0.79152,                0.67372,                 0.3081,                0.79081,                 0.9503,                0.96489,                0.98976,                0.88233,                0.46302,                0.29055,                0.77064,                0.53365,                0.26251,                0.77345,               0.001255,               0.001255,               0.001255
                    268,                0.53858,                0.32337,                0.79415,                0.69658,                0.33065,                0.79386,                0.95529,                0.96162,                0.99006,                0.88201,                0.46616,                0.28889,                0.77094,                 0.5348,                0.25038,                0.77356,               0.001222,               0.001222,               0.001222
                    269,                0.53053,                0.31535,                0.79309,                0.68718,                0.31415,                 0.7907,                0.96243,                0.95763,                0.99032,                0.88191,                0.46268,                 0.2856,                0.77043,                0.53044,                0.25113,                0.77345,               0.001189,               0.001189,               0.001189
                    270,                0.53443,                0.31894,                0.79233,                0.69012,                0.31726,                0.79293,                0.94784,                0.95811,                0.98906,                0.88119,                 0.4674,                0.29419,                 0.7704,                0.53478,                0.26856,                0.77338,               0.001156,               0.001156,               0.001156
                    271,                0.53365,                0.32365,                0.79649,                0.68552,                0.32288,                0.79448,                0.95732,                0.96476,                0.99001,                0.88014,                0.47591,                0.29307,                0.77191,                0.53969,                0.25584,                0.77459,               0.001123,               0.001123,               0.001123
                    272,                 0.5328,                0.30454,                0.79532,                0.68383,                0.29843,                0.79417,                0.95428,                0.95928,                0.98979,                0.88192,                0.46838,                0.29301,                0.77145,                 0.5378,                0.26283,                0.77426,                0.00109,                0.00109,                0.00109
                    273,                0.52531,                0.31168,                0.79468,                 0.6801,                0.31145,                0.79257,                0.95226,                0.96598,                0.99048,                 0.8844,                0.46602,                 0.2872,                0.77133,                0.53271,                0.25547,                 0.7743,               0.001057,               0.001057,               0.001057
                    274,                0.51403,                0.30402,                0.79229,                0.66636,                0.30071,                0.79079,                0.95728,                0.95618,                0.98948,                0.88449,                0.46189,                0.28883,                0.77079,                 0.5292,                0.26026,                0.77309,               0.001024,               0.001024,               0.001024
                    275,                0.52381,                0.30889,                0.79213,                 0.6732,                0.30422,                0.79017,                0.95477,                0.95896,                0.98933,                0.88522,                0.45783,                0.28748,                 0.7699,                0.52745,                0.25414,                0.77328,               0.000991,               0.000991,               0.000991
                    276,                0.53115,                0.31706,                 0.7942,                 0.6871,                0.31551,                0.79401,                0.95734,                0.95413,                 0.9897,                0.88478,                0.46069,                0.29378,                   0.77,                 0.5293,                0.26716,                0.77297,               0.000958,               0.000958,               0.000958
                    277,                0.53038,                0.31325,                0.79141,                 0.6918,                0.31657,                0.79163,                0.95185,                0.95708,                0.99044,                0.88382,                0.46131,                0.28951,                0.76994,                0.53001,                0.25627,                 0.7729,               0.000925,               0.000925,               0.000925
                    278,                0.52827,                0.30977,                0.79705,                0.67741,                0.30781,                0.79334,                0.95852,                0.95699,                0.99055,                0.88415,                 0.4643,                0.28888,                 0.7701,                0.53177,                0.25283,                0.77269,               0.000892,               0.000892,               0.000892
                    279,                0.52437,                 0.3111,                0.79637,                0.67752,                0.30992,                0.79432,                0.96349,                0.95926,                0.99071,                0.88324,                0.46045,                0.28914,                0.77019,                0.53051,                0.25305,                 0.7731,               0.000859,               0.000859,               0.000859
                    280,                0.52261,                0.30874,                 0.7925,                0.66809,                0.30269,                 0.7904,                0.95613,                0.95767,                 0.9896,                0.88362,                0.46106,                0.28994,                0.77043,                0.53026,                0.25838,                0.77307,               0.000826,               0.000826,               0.000826
                    281,                0.52698,                0.30883,                0.79228,                0.68264,                0.30379,                0.79005,                0.96702,                0.94394,                0.98916,                 0.8845,                0.45651,                0.28978,                0.76991,                0.52466,                0.25932,                0.77277,               0.000793,               0.000793,               0.000793
                    282,                0.53041,                0.31559,                0.79629,                0.67649,                0.30822,                0.79575,                0.95181,                0.95118,                0.98903,                 0.8834,                0.45834,                0.29837,                0.77027,                0.52871,                0.26883,                0.77347,                0.00076,                0.00076,                0.00076
                    283,                0.51503,                0.29697,                0.79255,                0.65572,                0.27692,                0.79184,                0.94772,                0.95328,                0.98929,                0.88306,                 0.4574,                0.30125,                0.77017,                0.52907,                0.27572,                0.77317,               0.000727,               0.000727,               0.000727
                    284,                0.51771,                0.30552,                0.79117,                0.65607,                0.28331,                0.78952,                0.96951,                0.93585,                 0.9893,                0.88379,                0.45736,                0.29651,                0.77013,                0.52779,                0.26827,                0.77267,               0.000694,               0.000694,               0.000694
                    285,                0.52068,                0.30162,                0.79135,                0.67774,                0.30888,                0.79152,                0.94873,                0.94851,                0.98813,                0.88366,                0.46078,                0.30104,                0.77048,                0.52901,                0.27864,                0.77301,               0.000661,               0.000661,               0.000661
                    286,                0.53345,                 0.3057,                0.79364,                0.68492,                0.30862,                 0.7929,                0.95558,                 0.9465,                0.98915,                0.88271,                0.46366,                  0.296,                0.77071,                0.53162,                0.27463,                0.77277,               0.000628,               0.000628,               0.000628
                    287,                0.51933,                0.30553,                0.79372,                0.66759,                0.30415,                0.79507,                0.95175,                0.95674,                0.99091,                0.88393,                0.46437,                0.28998,                0.77102,                0.53543,                0.26129,                 0.7734,               0.000595,               0.000595,               0.000595
                    288,                0.52384,                0.31048,                0.79409,                0.67238,                 0.3055,                0.79361,                0.98401,                0.93338,                0.99166,                 0.8837,                 0.4641,                0.28268,                0.77087,                 0.5332,                0.24658,                0.77341,               0.000562,               0.000562,               0.000562
                    289,                0.52488,                0.30802,                0.79185,                0.67669,                0.30274,                0.79104,                0.97176,                0.95053,                0.99162,                0.88672,                0.45733,                0.28023,                   0.77,                0.52907,                0.24077,                 0.7726,               0.000529,               0.000529,               0.000529
                    290,                0.51348,                0.30261,                0.79013,                0.65806,                0.30192,                0.79003,                0.96696,                0.94498,                0.99024,                0.88396,                0.45923,                0.28861,                0.77024,                0.52865,                0.25852,                0.77262,               0.000496,               0.000496,               0.000496
                    291,                0.45893,                0.24208,                0.78592,                0.56376,                0.20113,                0.78398,                0.95726,                0.94383,                0.98741,                0.87871,                 0.4669,                0.30033,                0.77085,                0.53687,                0.28372,                0.77302,               0.000463,               0.000463,               0.000463
                    292,                0.45569,                 0.2388,                0.78624,                0.55986,                0.18719,                0.78341,                0.93988,                0.95792,                0.98629,                0.87674,                0.47381,                0.30614,                0.77104,                0.54317,                0.29316,                 0.7734,                0.00043,                0.00043,                0.00043
                    293,                0.45441,                0.23836,                0.78191,                0.54981,                0.18831,                0.78022,                0.94663,                0.94811,                0.98536,                0.87931,                0.46949,                0.30847,                0.77097,                 0.5387,                0.29329,                 0.7729,               0.000397,               0.000397,               0.000397
                    294,                0.44654,                0.23009,                0.78472,                0.53676,                0.17585,                 0.7808,                0.94924,                0.94857,                0.98493,                0.87757,                0.46736,                0.30726,                0.77051,                0.53732,                0.28906,                0.77257,               0.000364,               0.000364,               0.000364
                    295,                0.45405,                0.23376,                0.78581,                0.55526,                0.18052,                 0.7838,                0.95836,                 0.9427,                0.98715,                0.88224,                0.46471,                 0.2977,                0.76997,                0.53028,                0.27675,                0.77197,               0.000331,               0.000331,               0.000331
                    296,                0.45326,                0.23566,                 0.7787,                0.55928,                0.18261,                0.77715,                0.95256,                0.96027,                0.98916,                 0.8845,                0.46413,                0.28781,                0.76997,                0.52885,                0.26069,                0.77162,               0.000298,               0.000298,               0.000298
                    297,                0.45455,                0.23492,                 0.7848,                0.56232,                0.18879,                0.78181,                0.95124,                0.96183,                0.98963,                0.88285,                0.46586,                 0.2883,                0.77037,                0.53071,                0.25881,                0.77197,               0.000265,               0.000265,               0.000265
                    298,                0.44781,                0.23639,                  0.785,                0.55325,                0.18688,                0.78336,                0.95253,                0.95713,                0.98996,                0.88637,                0.46025,                0.28577,                0.77003,                0.52295,                0.25336,                0.77147,               0.000232,               0.000232,               0.000232
                    299,                  0.449,                0.23701,                0.78374,                0.55092,                0.18957,                0.77902,                0.95151,                0.95892,                0.99007,                0.88668,                0.46082,                0.28274,                   0.77,                0.52369,                0.25371,                 0.7716,               0.000199,               0.000199,               0.000199
